1.54075,0.02,0.188,6.0
1.54075,0.08,0.188,6.0
1.54075,0.14,0.189,6.0
1.54075,0.2,0.189,6.0
1.54075,0.26,0.187,6.0
1.54075,0.32,0.188,6.0
1.54075,0.38,0.188,6.0
1.54075,0.44,0.188,6.0
1.54075,0.5,0.187,6.0
1.54075,0.56,0.188,6.0
1.54075,1.4,0.187,6.0
1.54075,1.46,0.188,6.0
1.54075,1.52,0.186,6.0
1.54075,1.58,0.187,6.0
1.54075,1.64,0.187,6.0
1.54075,1.7,0.187,6.0
1.54075,1.76,0.187,6.0
1.54075,1.82,0.187,6.0
1.54075,1.88,0.185,6.0
1.54075,1.94,0.186,6.0
1.54075,2.0,0.186,6.0
1.55075,0.02,0.191,6.0
1.55075,0.08,0.191,6.0
1.55075,0.14,0.19,6.0
1.55075,0.2,0.19,6.0
1.55075,0.26,0.191,6.0
1.55075,0.32,0.19,6.0
1.55075,0.38,0.19,6.0
1.55075,0.44,0.19,6.0
1.55075,0.5,0.19,6.0
1.55075,0.56,0.189,6.0
1.55075,1.4,0.189,6.0
1.55075,1.46,0.188,6.0
1.55075,1.52,0.188,6.0
1.55075,1.58,0.188,6.0
1.55075,1.64,0.188,6.0
1.55075,1.7,0.189,6.0
1.55075,1.76,0.189,6.0
1.55075,1.82,0.189,6.0
1.55075,1.88,0.188,6.0
1.55075,1.94,0.189,6.0
1.55075,2.0,0.188,6.0
1.56075,0.02,0.193,6.0
1.56075,0.08,0.193,6.0
1.56075,0.14,0.191,6.0
1.56075,0.2,0.193,6.0
1.56075,0.26,0.192,6.0
1.56075,0.32,0.192,6.0
1.56075,0.38,0.192,6.0
1.56075,0.44,0.191,6.0
1.56075,0.5,0.191,6.0
1.56075,0.56,0.192,6.0
1.56075,1.4,0.19,6.0
1.56075,1.46,0.19,6.0
1.56075,1.52,0.191,6.0
1.56075,1.58,0.191,6.0
1.56075,1.64,0.19,6.0
1.56075,1.7,0.19,6.0
1.56075,1.76,0.19,6.0
1.56075,1.82,0.19,6.0
1.56075,1.88,0.19,6.0
1.56075,1.94,0.189,6.0
1.56075,2.0,0.189,6.0
1.57075,0.02,0.195,6.0
1.57075,0.08,0.195,6.0
1.57075,0.14,0.195,6.0
1.57075,0.2,0.195,6.0
1.57075,0.26,0.193,6.0
1.57075,0.38,0.195,6.0
1.57075,0.44,0.195,6.0
1.57075,0.5,0.194,6.0
1.57075,0.56,0.194,6.0
1.57075,1.4,0.191,6.0
1.57075,1.46,0.192,6.0
1.57075,1.52,0.192,6.0
1.57075,1.58,0.192,6.0
1.57075,1.64,0.192,6.0
1.57075,1.7,0.191,6.0
1.57075,1.76,0.192,6.0
1.57075,1.82,0.192,6.0
1.57075,1.88,0.192,6.0
1.57075,1.94,0.191,6.0
1.57075,2.0,0.191,6.0
1.58075,0.02,0.196,6.0
1.58075,0.08,0.197,6.0
1.58075,0.14,0.196,6.0
1.58075,0.2,0.196,6.0
1.58075,0.26,0.196,6.0
1.58075,0.32,0.195,6.0
1.58075,0.38,0.197,6.0
1.58075,0.44,0.196,6.0
1.58075,0.5,0.196,6.0
1.58075,0.56,0.196,6.0
1.58075,1.4,0.195,6.0
1.58075,1.46,0.194,6.0
1.58075,1.52,0.193,6.0
1.58075,1.58,0.194,6.0
1.58075,1.64,0.194,6.0
1.58075,1.7,0.193,6.0
1.58075,1.76,0.194,6.0
1.58075,1.82,0.194,6.0
1.58075,1.88,0.194,6.0
1.58075,1.94,0.193,6.0
1.58075,2.0,0.193,6.0
1.59075,0.02,0.199,6.0
1.59075,0.08,0.2,6.0
1.59075,0.14,0.2,6.0
1.59075,0.2,0.2,6.0
1.59075,0.26,0.199,6.0
1.59075,0.32,0.198,6.0
1.59075,0.38,0.198,6.0
1.59075,0.44,0.199,6.0
1.59075,0.5,0.197,6.0
1.59075,0.56,0.198,6.0
1.59075,1.4,0.197,6.0
1.59075,1.46,0.196,6.0
1.59075,1.52,0.195,6.0
1.59075,1.58,0.197,6.0
1.59075,1.64,0.196,6.0
1.59075,1.7,0.197,6.0
1.59075,1.76,0.196,6.0
1.59075,1.82,0.196,6.0
1.59075,1.88,0.195,6.0
1.59075,1.94,0.195,6.0
1.59075,2.0,0.195,6.0
1.60075,0.02,0.201,6.002
1.60075,0.08,0.202,6.005
1.60075,0.14,0.202,6.017
1.60075,0.2,0.2,6.003
1.60075,0.26,0.202,6.037
1.60075,0.32,0.201,6.001
1.60075,0.38,0.201,6.001
1.60075,0.44,0.202,6.002
1.60075,0.5,0.201,6.002
1.60075,0.56,0.201,6.003
1.60075,1.4,0.198,6.0
1.60075,1.46,0.198,6.0
1.60075,1.52,0.198,6.0
1.60075,1.58,0.198,6.0
1.60075,1.64,0.198,6.0
1.60075,1.7,0.198,6.0
1.60075,1.76,0.198,6.0
1.60075,1.82,0.197,6.0
1.60075,1.88,0.197,6.0
1.60075,1.94,0.198,6.0
1.60075,2.0,0.197,6.0
1.61075,0.02,0.211,8.187
1.61075,0.08,0.211,8.272
1.61075,0.14,0.211,8.23
1.61075,0.2,0.211,8.208
1.61075,0.26,0.21,8.156
1.61075,0.32,0.21,8.144
1.61075,0.38,0.21,8.274
1.61075,0.44,0.208,8.11
1.61075,0.5,0.21,8.163
1.61075,0.56,0.209,8.298
1.61075,1.4,0.205,7.631
1.61075,1.46,0.201,7.174
1.61075,1.52,0.2,6.204
1.61075,1.58,0.201,6.557
1.61075,1.64,0.2,6.54
1.61075,1.7,0.201,6.537
1.61075,1.76,0.2,6.355
1.61075,1.82,0.2,6.474
1.61075,1.88,0.199,6.303
1.61075,1.94,0.2,6.136
1.61075,2.0,0.199,6.605
1.62075,0.02,0.217,8.17
1.62075,0.08,0.214,8.134
1.62075,0.14,0.216,8.182
1.62075,0.2,0.214,8.142
1.62075,0.26,0.214,8.234
1.62075,0.32,0.215,8.14
1.62075,0.38,0.215,8.177
1.62075,0.44,0.214,8.203
1.62075,0.5,0.214,8.18
1.62075,0.56,0.213,8.236
1.62075,1.4,0.21,8.359
1.62075,1.46,0.209,8.268
1.62075,1.52,0.21,8.272
1.62075,1.58,0.208,8.405
1.62075,1.64,0.208,8.366
1.62075,1.7,0.208,8.271
1.62075,1.76,0.208,8.317
1.62075,1.82,0.209,8.34
1.62075,1.88,0.208,8.327
1.62075,1.94,0.207,8.379
1.62075,2.0,0.207,8.393
1.63075,0.02,0.221,8.052
1.63075,0.08,0.222,8.035
1.63075,0.14,0.22,8.038
1.63075,0.2,0.22,8.051
1.63075,0.26,0.22,8.058
1.63075,0.32,0.22,8.042
1.63075,0.38,0.22,8.049
1.63075,0.44,0.22,8.07
1.63075,0.5,0.218,8.068
1.63075,0.56,0.22,8.063
1.63075,1.4,0.216,8.118
1.63075,1.46,0.215,8.085
1.63075,1.52,0.216,8.125
1.63075,1.58,0.215,8.121
1.63075,1.64,0.213,8.138
1.63075,1.7,0.215,8.124
1.63075,1.76,0.216,8.174
1.63075,1.82,0.216,8.155
1.63075,1.88,0.214,8.175
1.63075,1.94,0.215,8.181
1.63075,2.0,0.215,8.156
1.64075,0.02,0.223,8.042
1.64075,0.08,0.223,8.03
1.64075,0.14,0.225,8.054
1.64075,0.2,0.223,8.037
1.64075,0.26,0.223,8.033
1.64075,0.32,0.222,8.023
1.64075,0.38,0.222,8.035
1.64075,0.44,0.223,8.023
1.64075,0.5,0.222,8.04
1.64075,0.56,0.22,8.032
1.64075,1.4,0.218,8.032
1.64075,1.46,0.219,8.047
1.64075,1.52,0.217,8.043
1.64075,1.58,0.218,8.033
1.64075,1.64,0.217,8.043
1.64075,1.7,0.217,8.05
1.64075,1.76,0.217,8.026
1.64075,1.82,0.218,8.063
1.64075,1.88,0.218,8.036
1.64075,1.94,0.218,8.041
1.64075,2.0,0.217,8.046
1.65075,0.62,0.222,8.063
1.65075,0.68,0.224,8.076
1.65075,0.74,0.222,8.078
1.65075,0.8,0.223,8.069
1.65075,0.86,0.222,8.061
1.65075,0.92,0.222,8.068
1.65075,0.98,0.22,8.044
1.65075,1.04,0.221,8.048
1.65075,1.1,0.221,8.074
1.65075,1.16,0.221,8.061
1.65075,1.22,0.221,8.058
1.65075,1.28,0.219,8.045
1.65075,1.34,0.221,8.055
1.65075,1.4,0.22,8.077
1.66075,0.62,0.224,8.135
1.66075,0.68,0.225,8.103
1.66075,0.74,0.225,8.098
1.66075,0.8,0.225,8.122
1.66075,0.86,0.224,8.124
1.66075,0.92,0.223,8.162
1.66075,0.98,0.224,8.171
1.66075,1.04,0.224,8.112
1.66075,1.1,0.224,8.116
1.66075,1.16,0.222,8.134
1.66075,1.22,0.222,8.1
1.66075,1.28,0.222,8.159
1.66075,1.34,0.223,8.112
1.66075,1.4,0.222,8.144
1.67075,0.62,0.228,8.234
1.67075,0.68,0.226,8.257
1.67075,0.74,0.226,8.245
1.67075,0.8,0.226,8.251
1.67075,0.86,0.226,8.251
1.67075,0.92,0.226,8.239
1.67075,0.98,0.224,8.242
1.67075,1.04,0.225,8.22
1.67075,1.1,0.224,8.232
1.67075,1.16,0.224,8.228
1.67075,1.22,0.225,8.242
1.67075,1.28,0.223,8.234
1.67075,1.34,0.224,8.219
1.67075,1.4,0.223,8.229
1.68075,0.62,0.228,8.455
1.68075,0.68,0.229,8.419
1.68075,0.74,0.228,8.465
1.68075,0.8,0.227,8.441
1.68075,0.86,0.227,8.419
1.68075,0.92,0.226,8.427
1.68075,0.98,0.226,8.381
1.68075,1.04,0.227,8.413
1.68075,1.1,0.225,8.383
1.68075,1.16,0.227,8.458
1.68075,1.22,0.226,8.422
1.68075,1.28,0.224,8.406
1.68075,1.34,0.224,8.439
1.68075,1.4,0.225,8.38
1.69075,0.62,0.23,8.795
1.69075,0.68,0.231,8.828
1.69075,0.74,0.229,8.81
1.69075,0.8,0.231,8.801
1.69075,0.86,0.229,8.782
1.69075,0.92,0.23,8.775
1.69075,0.98,0.228,8.738
1.69075,1.04,0.229,8.784
1.69075,1.1,0.227,8.722
1.69075,1.16,0.226,8.701
1.69075,1.22,0.226,8.685
1.69075,1.28,0.227,8.666
1.69075,1.34,0.226,8.686
1.69075,1.4,0.225,8.693
1.70075,0.62,0.235,8.992
1.70075,0.68,0.234,8.983
1.70075,0.74,0.233,8.985
1.70075,0.8,0.231,8.981
1.70075,0.86,0.232,8.984
1.70075,0.92,0.232,8.986
1.70075,0.98,0.232,8.995
1.70075,1.04,0.23,8.978
1.70075,1.1,0.231,8.98
1.70075,1.16,0.231,8.982
1.70075,1.22,0.229,8.987
1.70075,1.28,0.23,8.963
1.70075,1.34,0.23,8.974
1.70075,1.4,0.228,8.966
1.71075,0.62,0.238,9.001
1.71075,0.68,0.236,8.999
1.71075,0.74,0.236,9.0
1.71075,0.8,0.236,9.002
1.71075,0.86,0.236,9.001
1.71075,0.92,0.234,9.0
1.71075,0.98,0.235,8.999
1.71075,1.04,0.234,9.0
1.71075,1.1,0.233,9.001
1.71075,1.16,0.235,9.0
1.71075,1.22,0.233,9.001
1.71075,1.28,0.232,9.001
1.71075,1.34,0.231,9.0
1.71075,1.4,0.231,9.0
1.72075,0.62,0.24,9.001
1.72075,0.68,0.238,9.001
